review,rating
Good product for gamer's,5.0 out of 5 stars
"After using real me buds found this quality better. Can feel each beats n instruments.
Better choice from various earphones available in market",4.0 out of 5 stars
Good sound quality and bass.. cable feels little bit fragile..,4.0 out of 5 stars
"One thing i would like to say that the sound should be more louder and the quality was fabulous.
If you like more bass then this might not be a good option and the dual driver won't make and difference.",4.0 out of 5 stars
This product has not been 2months..and it's mic is not working. What the heck. Please look into it or contact me as soon as possible,4.0 out of 5 stars
"Nice sound quality according to price, but bad built, colour got off because of metal construction and also not so comfortable because it's made of metal. You could see metal in the photo above.",4.0 out of 5 stars
"The sound quality of this earphones is very clear , the bass is also good.if u want more bass consider the ptron , if u want overall sound along with build quality, do consider this earphones...(Note: The full wire is not tangle free.Only3/4th of it is tangle free , the wire at the earphones side will get tangle at times......)",4.0 out of 5 stars
"ITS JUST PERFECT FOR EVERYTHING.
LIKE GAMING,MUSIC AND ETC...
ONLY THE THING WHEN U ARE NEW TO IT U HAVE TO REMOVE IT AGAIN AGAIN OF YOUR EAR BECAUSE EAR STARTS PAINING IF U WEAR FOR 2PLUS HOUR",4.0 out of 5 stars
"The sound quality is average,
But the bass quality is not that Great.
Trust me this product is just a waste of money, few months back I purchased this earphone and I have been using it as my daily driver without any issues but soon after 2 and a half months I have a serious problem with this earphone. The problems is that whenever I listened to some songs or watching movies Google assistant will frequently turned on and Volume will automatically increased and decreased by itself, it's so irritating and awful experienced from customers side. If you thought of buying it, think twice before purchasing this product, because after few months it will be of no used to you!!",2.0 out of 5 stars
"Let it be simple and clear

Pros :
Sound quality too awesome
Bass good
Gaming Good

Cons :
1)Important!!! If you want this to attend meetings/calls or gaming, the mic quality was very bad after 3 months of use. My friends said me that my voice is cracking to them
2) The end of wire i.e. near the 3.5 mm jack the rubber is broke.

If u just want to listen music go for it.",3.0 out of 5 stars
Got it for my sister and she loves it. The seal is good and the base is better. Clarity is 70%.,4.0 out of 5 stars
Earphones are very heavy don't buy it,1.0 out of 5 stars
"VERY NOISE SOUND QUALITY:
No Bass Old Speaker Bok, not Splitting music.
2side equal sound very Noise.
No noise cancellation MIC

Good quality Cable.
Don't buying
Me used MI NOTE 9PRO MAX but Useless Mi Earphone:",1.0 out of 5 stars
Sound quality ok....bass is not up to that level...comfort is not up to the mark....mic quality superb✌✌,3.0 out of 5 stars
"If I compare Realme buds 2 and mi dual driver.. I can say bass in this headphone is very punchy soft and won't hurt yours ears while buds 2 has good bass but the treble with hit ur ear so it may be annoying to few..

At high volume buds 2 is unbearable while we can easily hear on mi headphone retaining the BASS..

Both are good headphones..I got mi in 599 in offer so I preferred it and it's soft smooth and punchy bass is damn good.. Realme buds 2 is not bad.. I was very confused by listening to both but smooth and punchy bass made my decision.",5.0 out of 5 stars
Audio quality is extremely good. Has very good bass.,5.0 out of 5 stars
After 7 days .... Not working properly. wrost of money .,1.0 out of 5 stars
Worst experience on its quality with in 1months it was broken one side of the speaker not working 🤮🤮🤮. Even I already had a JBL earphone which is cheaper than this,3.0 out of 5 stars
"I have bought a lot of different earphones but this one lasted for more than an year, and the sound quality is decent for its price",5.0 out of 5 stars
"I am writing this review after 15 days of usage this product.
Good sound at this price
Comfortable to ear, light weight but not for more than 5 hour comfort
Built quality is good but as MI claim that it's tangle free, so it's not tangle free.
Good sound quality and for calling experience
All in line button are working very well.

Conclusion: Product is good in sound and built quality at this price, but o e shortcoming is there that it's not a tangle free.",5.0 out of 5 stars
Warranty must be 1 year compared to price.,4.0 out of 5 stars
"I won't recommend this product to someone else.I replaced this product once as the mike stopped working.Later the replaced product was also not worthy,as the mike of the product stopped catching voice.You have to shout so that the other person hears.",1.0 out of 5 stars
"Bass quality is not much good.
Accordingly to its quality it is more expensive.",3.0 out of 5 stars
Nope,5.0 out of 5 stars
"Its not a good choice for those you hate bass
Earphone is a bit heavy due to its aluminium",4.0 out of 5 stars
"Neither Bad nor Gud.
Pros:
Mike function is very good as receivers told that they're able to hear the clear voice without any disruptions/lag.

Bass quality is ok for this price but not top.

Fit to ears.

Sound quality is good not best for songs and videos.

Cons:

Wires are tangling but only good thing is we can remove the tangles easily.

Over rated.

Paint on metal ia not long lasting.

Sometimes we need to keep the Mike too close to your mouth. otherwise receivers unable to hear your voice clearly.

Overview:
If the price is around 600 then it is definitely a recommended one but it's overrated and overpriced.
For Mike,it's a good one.
For music, it gives good quality,but don't expect a lot.",3.0 out of 5 stars
"Sound quality is good ...
Earphones are little big when compared to other earphones. Braided Wire quality is good, it is only upto divider of earphones but from there it is normal like other earphones (plastic wire).
Due to Magentic Earbugs helps not to tangle when storing. Earphone comes with Mike with 3 buttons to increase ,decrease and play buttons.",4.0 out of 5 stars
"Very good sound quality
Best earphone phone I ever use
Very good in quality",5.0 out of 5 stars
"sound clarity is very clear, it does not have heavy bass. but it has balanced bass that gives pleasant feeling. Its does not distort at high volume, you can feel every details and every minute sounds in songs.. Must buy for music lovers.... just go for it it your budget is this segment..",5.0 out of 5 stars
"Fitting is not as good as they mentioned, thats why noice cencelation is lil weak.....
btw its awesome in its price range and I aslo use them for editing on my lappy 🤭",4.0 out of 5 stars
"This is one of the best wired earphones.. 1st i bought 1 and then i bought 3 for my friends too. They too like the sound quality. Great value for money, yes i mean great value for money. I use the headphone too much regularly.. all my calls is on these wired headphones. Best product, greater value for money.",5.0 out of 5 stars
"It's actually a nice product.
I wonder why everyone has disliked this product. Many people have reviewed the bass is very low. But truly speaking this earphone has the perfect bass which is needed. There is also less distortion which makes the sound quality very good. Overall this is a very good product. Those who need only MORE BASS, please don't buy this product, because they have already provided you the PERFECT BASS, which is needed.",4.0 out of 5 stars
Crystal clear sound & awesome experience.,4.0 out of 5 stars
Saras 6e. Pan .....,4.0 out of 5 stars
"Well sound quality is good,no buzzing at any frequency.build quality is awesome till you rich the divider cuz after that its plane rubber cable not braided one.This is a heavy earphone so can be uncomfortable for some people.But i adapted in just 4 to 5 days.
Frequency - 10
Bass - 9
High and mids together- 10 :-) really clear
Loudness- 8",5.0 out of 5 stars
"If you are looking for wired earphones, with goob bass, and noice cancellation feature, you can go with it...
Also, it's the best option for gaming earphones...",5.0 out of 5 stars
"Felt Nothing special
This is normal as Mi basic earphones
Felt nothing special about this dual drive tech
Yes bass is little better
Somtime over brusting

Lookwise Premium
If they had given Braided finishing to upper part as well that would be better it is rubber",3.0 out of 5 stars
Just today try to make a call and founded that mic is not working. Please replace,3.0 out of 5 stars
I have been using this earphones for 3 months. The quality of this still very interested.You Have Must Try It. trust me it has been not disappoint you.,4.0 out of 5 stars
"First of all, the choice of earphones to a great extent is a subjective one. Different people have different tastes.

I was confused between Mi Dual Driver Earphones and Realme Buds 2 for some time but after seeing the overwhelmingly positive reviews for Realme Buds 2 and some complains about how Mi Dual Driver Earphones make people's ear hurt, I decided to buy Realme Buds 2 and boy did I regret it! I absolutely hated it. Realme Buds 2 is only good for songs that have bass in it, otherwise produces a sort of ""sharp"" sound output, as it were, not one that works for me.

Mi Dual Driver however works for me. Its sound is more balanced and I have been listening to it for three hours straight now and I don't experience ear pain of any sort.

I am loving it.",5.0 out of 5 stars
Bass quality is average,3.0 out of 5 stars
Fitting in ear is uncomfortable... I can't listen song more than 15 or 20mins.,2.0 out of 5 stars
"This is reviewed after 5 months after I received.
I recieved this on 11th may. Sound quality was okay for the price not much of a big difference. Talking about build quality it's very poor because the wires connected to the earphone is very delicate and the joints were not properly sealed. So, if you're a rough user never go for it.And in gaming it just sucks I couldn't hear clear footsteps of enemys. so, I couldn't predict their current position. Only mic quality is good nothing more.
After 2.5 months the right side of the earphone stopped working but still it was working.
Verdict-It's not for gamers and rough users. I won't recommend anyone to buy this earphone.
Currently I'm using oneplus bullets wireless z. It's way more better:)",3.0 out of 5 stars
"Build quality is great in this price range. But the sound quality is not good as expected, bass is good and deep also but the worst point is clarity and mids are muddy.
Normal person may not agree with me who never ussed or experienced good audio quality. Sounds similar with mi basic which costs half (around 399-450) Only thing is good in this earphone is build quality. Better go with jbl, schenheizer, audio technica, etc",4.0 out of 5 stars
I like the sound clarity and first of all I like that Punching bass from the earphones are next level. Cable build quality is super. Voice mic is also working perfectly. Though the ear piece is slightly weight. But I love the overall build quality is awesome!! Full five stars for the product.. thank you Mi Redmi and Amazon for providing the best earphone for me.. thanking you guys once again..I'm really satisfied and happy with the product.. recommended for everyone who loves bass and good quality of audio listeners..,5.0 out of 5 stars
Sound quality utanabhi khas nhi hai . Asase achha boat ke 400 wale hai,3.0 out of 5 stars
"Nice product... Base and sound quality is more than expected for this price range.
Nice cloth touch around the wires feels pleasant.
Worth for money.",4.0 out of 5 stars
Mi headphone is great sound great bass think is good product ... great noise cancellation best product,4.0 out of 5 stars
Good bass & sound quality but I'm changing Eaar grips Product Exching in Amazon next return send good & Comparable I'm happy Tnq u Amazon keep it up 👍👌,4.0 out of 5 stars
"Good sound quality. Have been using it for 2 months now.. Noise cancellation is good.
The mic also has good sound pic up.
Overall , a good buy from MI.",4.0 out of 5 stars
"1st Disappointing Matter is I ordered Blue colour,they gave me Black one

But I didn't exchanged I left that thought because Amazon provided me a lot of Fine deals in Good Price points so With smile I accepted that product

I don't know whether you guys accept me or not but the Passive noise cancellation And Sound of this ""MI DUEL DRIVER"" better than my ""SKULLCANDY HESH 3"" Bluetooth over the hear Headphone, You may wonder about the price Range 8000 INR and 700INR But it's fact according me.

The frequency range from Mids to highs Even at high volume ( don't use in high volume ) no distortion in sound.

Excluding the colour rejection am Cent % happy with this accessory",5.0 out of 5 stars
"First of all the comfort is good with these earphones and the sound quality is decent too, braided cable is fine but the dual cables after the joint is too delicate, if you're planning buy these you should know these are not upto the mark build quality wise and they definitely do not win against realme buds 2 but don't get me wrong these sound so good I never felt any ear ache. But I'm completely unsatisfied with these build quality",5.0 out of 5 stars
Sound and build qaulity is nice but i recommend to go for realme buds 2 i used both realme has better build and it will last longer than dual driver it also cost you less,3.0 out of 5 stars
It's really a long lasting product,5.0 out of 5 stars
SOUND JESA SOCHA TA WESA NHI HE PR THEK HAI,3.0 out of 5 stars
"First thing many youtuber and people are saying that realme buds 2 is better than mi dual driver in my opinion there is no comparison in these earphone mi dual driver is far away from realme buds 2 is has good base nice sound quality 👌.
I ordered it in replacement of realme buds 2 because I don't like that earphone buds2 is like irretating my ear and litterely my ears started painig after using that. But this earphone is better than than. And one more thing about realme buds 2 the jack of buds 2 is not so good after month of uses that can't connect properly. And about rating I hope that those people who are saying that realme buds 2 is better than mi dual driver they have not a taste of good earphone.",5.0 out of 5 stars
"Everything was working perfectly except for the buttons, so I had to return it.",4.0 out of 5 stars
"The bass is very good, but the treble and and sound clarity could have been better. Senheiser is a better buy.",4.0 out of 5 stars
Good balanced sound quality and bass was very good and smooth i like the mi dual drive earphones,4.0 out of 5 stars
Worth for its bass,4.0 out of 5 stars
Only thing to be worried of is the shape of earbuds. They are little bit of pokie to wear for long time,4.0 out of 5 stars
One side not working only 1 week very bed product,1.0 out of 5 stars
The mic position is very bad. it should be above the neck. I use this for my daily work calls and many a times people complain my voice is muffled. I noticed that the mic is way down from my mouth.I have been holding it closer to my mouth to make myself audible.,3.0 out of 5 stars
"Can't find any difference between Normal and dual driver.. seems same to me

Sound quality - Good for 799 Rs.. vocals are clear
Noise Cancellation is passive
Bass quality is also good...
Magnetic earbuds are useful..it don't make them tangle
Build quality - braided cable is good...jack is angled but rest of the wire looks cheap quality is different from its ancestor mi earphones 699
And Yes for PUBG it's a good choice.... footsteps are clear and no noise from mic..",4.0 out of 5 stars
Got used and defective product. Don't know either it is a fault or a mistake done with intention by the retailer or the delivery man,1.0 out of 5 stars
Too much base and the sound balance was off from day 1 itself.,3.0 out of 5 stars
I used it around four month and it is the great all round product I have ever used,5.0 out of 5 stars
"I am very rough user of earphones. You might find okay if you have other priorities mine was solely build quality. I do not have detailed eye for other properties.
Not satisfied with build quality. Left side stopped working within 5 months of purchase.",3.0 out of 5 stars
I like their bass and sound quality but it is not durable. Need to keep it safely otherwise it will damage your wire and can't listen properly(recommended to buy realme buds),2.0 out of 5 stars
Good earphones... Overall balanced.. Worth your money... I cant say how many days it can last... But when you buy.. It is just worth it... Good bass too for music lovers...,4.0 out of 5 stars
"Good set of earphone.
Sound quality -(you get what you pay for,it got extra driver for High frequency but I am not satisfied with it,I hope it performed much better.🙂)
Build quality -(good ,but I wise that it had braded cable from top to the bottom .",5.0 out of 5 stars
Good quality,4.0 out of 5 stars
"These are awesome headphones. Good bass and treble. Overall a very nice earphones. I felt a bit uncomfortable after a few hours of usage (Watching movies, listening songs). In wired category, these are the best headphones to buy and in bluetooth category I would recommend Oneplus Wireless Z Bass edition headphones.",5.0 out of 5 stars
"For a dual driver headphones, the sound quality is a bit low on the volume output. No noise cancellation. The bass is terrible or none at all. But the quality of the headphones are great and will last a year or more with proper usage.",4.0 out of 5 stars
"It's like you have 2 different earphone nin your ears, something just feels off and you can't enjoy the songs. Don't buy not worth it even the 500 rs range ones are better than this. It would have been a good product it not for the dual driver in it, never go with dual driver earphone lesson learned",3.0 out of 5 stars
Sound quality is good and best in budget for daily use. call quality is also good,4.0 out of 5 stars
🙅,3.0 out of 5 stars
Good sound quality,4.0 out of 5 stars
"The L shaped jack comes in way while playing games.
Nice sound quality.",3.0 out of 5 stars
Like,5.0 out of 5 stars
Good,4.0 out of 5 stars
This earphone slightly heavier side and audio is good.when I used this in my ears were paining so much so if your not use heavy earphone before please don't buy.if you comprises then you know.,3.0 out of 5 stars
"It's a very good product. Durability is awesome, it's loud and clear under 800 bucks it's very good product. The fault of this product is its design. In initial days it gave me pain on the outside of the ear just because of the big round design of the earphone.",4.0 out of 5 stars
Nice quality to listen song and call I'll give more than 5 star ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐.,4.0 out of 5 stars
"I m giving this review after 2 weeks of usage.
These r excellent build earphones
The sound quality is excellent
The bass is just little bit off, but not a issue.
I bought these earphones to play pubg.... And they just mind-blowing.... U can hear foot step louder and clearer and u can make sense were the foot spet r coming from.....
Very good product.... if u want earphone to play pubg then consider these earphone.",4.0 out of 5 stars
"Delivery on schedule date reached early morning✔️
Product is really good with this price at ₹599.✔️
Early testing results:
At low volume beats are clearly audible with base too.👌
It can play very loud still beats clearity is there.👌
Well balanced trible, bass and vocals.👌
Wire quality seems tobe tough to get break still need to check how stable will it be after one year.👍",4.0 out of 5 stars
"The sound has a characteristic V shaped profile, i.e accentuated treble and bass. The bass feels a bit too boomy and muddles the other frequencies, so audiophiles may not like this but bassheads will adore it.

This is basically Mi's attempt to give you the kind of quality that other brands offer in the 1500rs to 2000rs price band. The sound signature is definitely more colored (musical), on the warmer side and less analytical.",4.0 out of 5 stars
If you are true audiophile you should definitely buy it you will never regret Best product in segment bass quality is superb not so over and sound quality is osm and built quality is also decent but the main thing is you should buy it it is worth it in this price range 👍👍,5.0 out of 5 stars
"1month experience, fantastic sound",4.0 out of 5 stars
I like dynamic drive,4.0 out of 5 stars
Tone is high/ loud as a result bass quality is ok. Build quality is good but it falls from ear very often until you place earpieces in opposite ears by the way it's often painful after use of an hour or so. Well got it after long time because of lockdown so not going to return. Sound is crisp though. Wire is inappropriately long. I would really appreciate if it had next/ previous button also.,4.0 out of 5 stars
"THose Who seeking for pubg earphones plzzz don't buy it... You can get actual feedback of surroundings... You can look for next one but not this one...
In my opinion MIC ISSUE CANT HEAR ACTUAL VOICE IN GAMES IN NY SURROUNDINGS THATS WHY IT'S TOTALLY WASTE OF MONEY... REGARDING MY POINT OF VIEW",3.0 out of 5 stars
"Sound automatically up & doun
It's perfectly not working
But sound best & bill quality best
Magnet perfect best
?",4.0 out of 5 stars
"The sound is good but it is duller than realme buds 2 in sound
Next the bass is good it is softer side so you can listen to high time
Go for it",4.0 out of 5 stars
"The sound is very good and their build quality is also good but the earphone switches need more good quality as on this price and everything is ok no doubt sound is awesome you can definitely go for it but mic is okok not good or not bad but after 3 weeks one side speaker does not working I totally disappointed from that it cost arround 800 but there life span is only about 2,3 weeks 😞😞😞",4.0 out of 5 stars
"Disappointed, The sound seperation is not good at all. Dual driver is just marketing gimmick. If your are not bothered about built quality just blindly go for jbl 150si(wire quality till 12 months will be ok but after then its terrible) but jbl sounds a lot premium than this crap(mi dual driver) or if you are short on budget go for realme buds 1 or 2 both sounds better than mi dual driver. Hope you made your decision.",3.0 out of 5 stars
"Music awesome comfort bhi acha h
Price 799 jyada ho gya",4.0 out of 5 stars
The earphone is working at it's best even after getting wet.,4.0 out of 5 stars
"good sound Quality, wire twisted some times.",4.0 out of 5 stars
the product is not working and it is between iits warranty period . Can you please replace it .,4.0 out of 5 stars
"Purchased:aug 2020 for Rs.799

Volume:25%(my default setting)+45min to 1hrs playback
Mobile:redmi note 5(no Dolby/hi-res built in)
Bass:4/5
Treble:4/5
Vocals:4/5
Built:4/5(aluminium casing is light& sturdy)
Mic: 4/5 (voice clarity is good)
Overall:4/5

Cons:ear pain after long usage due to metal body casing (usual)

Thoughts: strictly for an avg user who uses it for listening music while working and who wants a long lasting product,NOT for an audiophile.",4.0 out of 5 stars
"Sound quality is very poor as comapered to other earphone, and hype created by mi. No noise cancellation and other crystal clearness in sound. Please do not buy.",3.0 out of 5 stars
Guys do not buy this earphone... After ten days of use it started giving hissing and static noise in one ear... I could feel some sensation in my ears as well... On call the other person can hear a lot of static.. Beware and take care of your ears,1.0 out of 5 stars
"Been using these for well over a month with my Redmi K20Pro.
Absolutely loving it.
Great built and sound quality at this price range.
The bent design of the earbuds helps the earphones from falling off while walking or jogging.
Clear voice over calls.
The wire is braided up till the spilt and is quide sturdy.
Only advice is, use Mi's settings from your phone settings for even better output.",4.0 out of 5 stars
"I personally used this earphones. Earphones gives overall superb performance but i m unsatisfied because after 3 months there wires Began to break.also one side automatically stops working.
The only one disadvantage of this earphone is ,it is not long durable otherwise performance is superb.So think before buying.",3.0 out of 5 stars
"The product is good
Pros :
Good audio quality
Has volume controlers
Magnetic ear pc

Cons:
The wire and ear pc joint is very delicate. I wouldn't last long.
The wire gets tangled.
The volume control and the centre button is little difficult to press. They are very thin and your hands cannot easily make difference between the buttons",3.0 out of 5 stars
"Lets directly get to the point
Audio - Good Audio ngl
Comfort - not at all your ears will hurt after 1hr use
Cable - naah its not that good just okk

Conclusion - its old now you must spend 400 more and buy a wireless one i bought it for 599",3.0 out of 5 stars
Good sound,4.0 out of 5 stars
it gives a quality bass and mids in this price range.,4.0 out of 5 stars
Truly 10+8 mm dual driver with fabric coated wired and golden plated 3.5mm L-shaped jack I buy it at 699 fully money money value.😀😀😁😁,4.0 out of 5 stars
Tinker with eq to find your balance.,5.0 out of 5 stars
"It has braided cable so sometimes it gets tangled,
Other than this it is a good and great headphone in this budget 🎧🎧",4.0 out of 5 stars
"In this price bracket nothing can beat this.
Firstly I ordered realmi buds2 than return it due to poor sound quality.",4.0 out of 5 stars
There was a bit of more harsh voice in this rather than the mi basic earphones,4.0 out of 5 stars
Overall the sound is good but it couldn't deliver good enough highs.,3.0 out of 5 stars
It is worth for money. Quality of product & quality of sound is beyond expectation.,4.0 out of 5 stars
"I have been using this earphone since last one year. Sound quality and bass quality is just awesome. If you want to check sound quality then play sound quality then just play Coke studio. You can feel the true voice and balanced music. I have recommended 3-4 friends of mine. They are also happy with this. I am not finding cons here. There are many pros, be it L shaped jack, tangle free wire, 10 mm dual driver and many more... Thank you Amazon for suggesting me the correct earphone.
Thanks.",5.0 out of 5 stars
Not worth the price.,3.0 out of 5 stars
Just in 1 month mic is not working everything is good suddenly mic stopped working,4.0 out of 5 stars
"Sound quality is super
Base quality good
Noise cancellation is awesome",4.0 out of 5 stars
Sound quality not upto the mark considering dual driver earphone. Pretty avarage and overpriced.,3.0 out of 5 stars
"The sound quality is great
bass is not that much punchy 😛
but vocals r clear🥰❤
if ur music lover... like arijit's songs then ho for it blindly💝
its truly good
build quality is also good
fiting is also good nd comfortable 😊😊
but if u wear it for 1-2 hrs ur ear will hurt😁",4.0 out of 5 stars
Audio jack is not fitting properly in redmi7 mobile while walking or running,4.0 out of 5 stars
Overall sound is good but as they say its tanglefree don't fall for that wire is not tanglefree it tangle more than usual,4.0 out of 5 stars
Product is overall best everything is consistent and equally concoder.,4.0 out of 5 stars
Awesome sound quality.,5.0 out of 5 stars
Nyc product sound quality is good and bass is also good ans the noise cancellation is better call quality is also good,4.0 out of 5 stars
Everything about this earphone is awesome. This is my 2nd time using this earphone. Packaging was good enough like any electronics shop. Without doubt go for it guys.bass quality is awesome.,4.0 out of 5 stars
"I've been using these for soo long. Its the perfect budget earphones for gaming, productivity, content consumption and so on. I've ordered for almost three to two times and i have never really regret it ..
its 10 mm drivers are the best for almost everything...........😁",5.0 out of 5 stars
"The design is very bad. Hurts the ears a lot.
Quality is also not good, the wire slightly came out of the mic and buttons module.
Sound quality is average.
Tangle free is a joke, only the wire from the jack till the connector is braided. Even that part gets tangled most of the time.
Better to buy the cheaper Mi Basic earphones. I have used them for more than 3 years before buying these. Now I bought them again. They are much comfortable and light.",3.0 out of 5 stars
"These are hands down the best wired earphones you can get under 800/- price tag.

Pros:
Solid built quality, sturdy and durable
Fit is very comfortable & light weight (even with dual drivers) inside the ear, hence good for longer duration of usage.
Now let's talk about the sound, this is where the magic happens (for 800 price bracket)
Mid 9/10
Low 9/10
High 10/10
Sound is well balanced. No over powering thumb bass etc. With two dedicated noise cancellation mic it's perfect for calls and record/audio output from the mic is top notch.
Buy the blue one, it's a looker .
Cheers.",5.0 out of 5 stars
The controls buttons didn't work at all,1.0 out of 5 stars
Best,4.0 out of 5 stars
Good product.. overall,4.0 out of 5 stars
The best product with low price,5.0 out of 5 stars
"Before these i have realme bud2 they are little Boomy , these mi dual driver are real good to feel the music, I see lot of youtube channel and reviewer are underrated them but they are fake . If you wann feel the music definitely try these",5.0 out of 5 stars
I experienced build quality prblms like mike is not working properly...whenever i moved it automatically cut the call...nd sometime i hv to plug in plug out to listen the receiver's voice.Its not half tangle free the uppr portion is tangled most of the time.I hv been using for 2 month and i already feel like i wasted my money..now m here buy a another earphone!!,4.0 out of 5 stars
Good quality,4.0 out of 5 stars
Good,5.0 out of 5 stars
"though i have used many earphones, due to some lacking in evryone but this product have angular jack plus tangle free cable, magney earbud. plus its sound is suprb have nice noise cancellation but the bass is averat for me.",4.0 out of 5 stars
"Sound quality is good , clear sound in full volume but need some improvement sound quality .
Fitting is good but not best, ear is paning because is big sizes drivers .
You like sourounding sound quantity ,go it is waiting for you.",3.0 out of 5 stars
 Sound quality is ok. But realme bud 2 is much better,3.0 out of 5 stars
i like it sound quality and it surrounding sound are also good,3.0 out of 5 stars
outstanding Quality.... offline price 800 + ... Amazon price 600 only.....your saving 25% increse in a single product.,5.0 out of 5 stars
"Well when i saw dual driver i was hyped but honestly speaking, you won't feel a massive difference between the normal single driver and dual driver but for the cost it's more than you can expect. It sounds great but don't think it'll be much different. Its quality is excellent, I've been using it for a month n its tough and feels great. Moreover the blue color is the best if you're going for it.",4.0 out of 5 stars
"After using 2 month ... giving this review...At this price this is a beat headphone.....in Offer u can buy it only in 599,so if you want to but headphones try this
Sound quality -5/5
Bass-5/5
Noice cancellation -5/5
Look -4/5
Price -",5.0 out of 5 stars
"i am audiophile i have used cx180 cx275 xb55ap i have received earbuds2 today.
Now come to the mi dual driver
this is my honest review --

bass is good not so much punchy bcz it have dual driver but feels like ordinary earphone .

it have totally disappointed me in all vocals ,mid and highs.

in term of wire its bottom side is good fabric and upper side where is convert left and right is very ordinary cable .i feel cheated its real price must be 600 othervise blindly go for realme earbuds 2
immediately return this product using amazon customer service. they refunded my money there is only replace option in amazon app.",3.0 out of 5 stars
"Ear phones are good, however I wish sound could have been even more better.",4.0 out of 5 stars
"I bought it for gaming after seeing good reviews, but its just like any other normal earphone",1.0 out of 5 stars
Yeah it is good but realme buds 2 is way better in terms of bass 🤷,4.0 out of 5 stars
Ok,4.0 out of 5 stars
"Great sound, premium looks. Has got clarity and bass as expected. Earbuds needs to be pushed into ears to feel complete bass range. Graphics illustrations and frequency graphs in MI website for this earphone are weird, seems deceptive. But earphone has the mentioned sound quality and looks decent, should last for long time. We can tweak equalizer settings to enhance bass.",4.0 out of 5 stars
Sound and product quality are excellent at this price range.Bass is not good.Light weight and comfortable.,4.0 out of 5 stars
If you are music lover then you will definitely like the sounds produces by this earphone. Best build quality & highly recommended for under this price tag,4.0 out of 5 stars
"Reviewing it after one and half year, one earphone is not working right now.. You can go for airpods 🤙",4.0 out of 5 stars
Nice product,4.0 out of 5 stars
Na,1.0 out of 5 stars
Cannot hear the sound,1.0 out of 5 stars
"Hello guys, i used this mi dual driver headphones since last 1-2 months. I personally like his sound quality is clear and bass boosted. Passive noise cancellation is not that much working you will notice surrounding sounds while listening songs. And one thing i really want to share you can't use this headphones more then 2 hrs, silicon tips are not good.",4.0 out of 5 stars
not too good,3.0 out of 5 stars
"Sound quality is not so great as compared to cost, just ok",4.0 out of 5 stars
"Well, after saw all the reviews of this earphone on amazon. I though that the sound quality is amazing although it has a dual driver setup but it dispoint me. I don't like the sound coming from these earphone, they are too bassy i think dual drivers are not tunned properly by mi. So after usage of 4 to 5 days, i decided to swift on realme buds 2. Becoz they have a balanced sound. So my personal opinion is that u should not by these earphone. Rs 799 is not a justified price for these earphones. Go for realme buds 2 or 1more piston. Even you should go for mi basic they sound way better than dual driver earphone.",3.0 out of 5 stars
"Excellent Sound quality... believe me you ain't gonna get this quality even in 1.5k price range. Well even i would prefer this over sony xb50ap which worth 2.2k.
Especially Bass Perfect pure
Vocals n highs also great.

Apart from it.
New design looks PREMIUM,
Megnet n that look of megnet side crystal I loved it,
Comparison to the older one model,
This model has a bit good in highs n vocals n bit louder nothing much different.
I would say older model was great fit. This one is a bit less in the same.
Well, happy to own one.",5.0 out of 5 stars
Really it's good product for this budget and moreover I'm using this product past 1 month. This is right tym to review really it's good product. I like this functions even other brand they don't have this much of specifications.,4.0 out of 5 stars
"Writing this review after using for 1 year
Pros.
1)Sound quality
2)Bass
3) Value for money

Cons
1)Delicate at Y junction of earphones cable.
2)While taking calls using this earphones the other persons are complaining that they are hearing a lot of my surrounding sounds loudly. Like it also catches the sound of wind flow",3.0 out of 5 stars
"This is the Best Headphones For Song Lovers,Best sound Clearity,But disappointing in Bass Overall it's performance is Good",4.0 out of 5 stars
Ok,4.0 out of 5 stars
"It doesn't support to REDMI NOTE 9Pro max But it support for other Android phones,songs come only in right side speaker, and only when calls both the speakers will work don't Buy this product , sound quality is good, noise cancellation is also good, bass quality, 5 out of 5",3.0 out of 5 stars
Good bass but its not having hd quality sound. For hd quality sound go with boult brand.,3.0 out of 5 stars
"Cons:
1. Bass quality seems low compared to boAt.

Pros:
1. Very clean sound (tested with musi and gaming)
2. Mic positioning is perfect, you don't have to hold it even in public to protect from noise.
3. Cable quality is very good so does the looks.",5.0 out of 5 stars
"Build quality is best n premium in its price segment,since it has dual driver,but I didn't experience any special difference in sound quality, ....sounds are crisp n clear,but Bass is not upto my expectations,",4.0 out of 5 stars
"This is one of the best Earphones one can get within 1k price range.

1. Build Quality : Great
2. Sound Quality : Great (Great Bass, Nice Treble)
3. Looks: Great

I tried all three earphones of Mi (Mi Basic, Mi Dynamic Bass, and Mi Dual Driver). If you are looking for the best earphone within Rs. 400, the. Mi Basic and Realme Buds 2 are two best options. But, if you can extend the budget for upto 700 or 800, then Mi Dynamic Bass Earphones are the best, considering well balanced sound quality. And if you are looking for little more bass, then go for Mi Dual Driver. By the way you will get a better build quality as well in just 100 rupees difference.",5.0 out of 5 stars
"Bought it today, But found very poor quality of sounds, Amazon is not accepting return of this item",1.0 out of 5 stars
Pain in ear when long time attached. Bcoz size is large,3.0 out of 5 stars
"build quality 9/10
Sound quality 8/10
Value for money 7.5/10
Noise Cancellation 5/10",4.0 out of 5 stars
